-22.42940148447663,-46.82301916295768
-22.429269097379414,-46.82278233968447
-22.429532182317647,-46.82260543613311
-22.42993364823019,-46.822248873805
-22.430283821122497,-46.82208257566208
-22.430767281969388,-46.82187707872835
-22.431288178388595,-46.82164314353837
-22.431900411516803,-46.82140105693546
-22.43269594526747,-46.82103789860588
-22.43354653525698,-46.820726645081635
-22.434380441919572,-46.820230443937746
-22.4348849530483,-46.81956733868686
-22.435639631524992,-46.81866966566142
-22.436223357921868,-46.81803362595196
-22.436540236940292,-46.81781710178312
-22.43705307906709,-46.81821857361772
-22.437724357381523,-46.8188907006566
-22.43845817343547,-46.81975679725085
-22.439350421820432,-46.819621469680975
-22.440330220658282,-46.819395923696845
-22.44132668983069,-46.81901700645367
-22.441662651877277,-46.81869665591823
-22.442684127095227,-46.81870567775721
-22.443438763151306,-46.818755297859155
-22.444222579678527,-46.81879589612009
-22.444551948080168,-46.81851621906516
-22.444847962043465,-46.81764110063758
-22.445006391794834,-46.81666223101476
-22.445227359303786,-46.81538112979093
-22.445414972943585,-46.8147541119044
-22.445755416741232,-46.813842831784754
-22.445478189157395,-46.812644805033905
-22.445027916187996,-46.81176517567316
-22.4446124416136,-46.81098243632612
-22.444128812025802,-46.80999454493779
-22.44371211350232,-46.809173895451586
-22.443299379150382,-46.80807663804592
-22.443425906125903,-46.80742535965023
-22.443776496338263,-46.806374638754995
-22.444407556490916,-46.80591186634889
-22.444835273409577,-46.80571461907627
-22.445596045304246,-46.8055059921947
-22.446227493735474,-46.80530082469692
-22.446704286574008,-46.806214989800985
-22.446925153289623,-46.806749833302504
-22.447342349591967,-46.80772537643738
-22.447692929900743,-46.80860919580374
-22.447869198507707,-46.80913566347199
-22.44810408651994,-46.80993603209484
-22.44816437709325,-46.8107553546584
-22.448139836578942,-46.811468479354126
-22.448199434950894,-46.81223850227101
-22.448023218177372,-46.813098022260874
-22.448023218176814,-46.8139135637455
-22.447658280856555,-46.81431820392714
-22.447340971742857,-46.81473126407868
-22.448045000373593,-46.81529989241322
-22.448469431248565,-46.81573889820849
-22.44890076963779,-46.8162914332164
-22.449232948862146,-46.81676350196103
-22.448424809947912,-46.81727848612481
-22.447973638326015,-46.818313818848495
-22.44822551990864,-46.8194595194702
-22.447754515858502,-46.82050558089294
-22.446817460918226,-46.82078989506763
-22.445939895799565,-46.821878871890924
-22.4457968858453,-46.822771785464795
-22.445385369925685,-46.823651549943406
-22.444954020580365,-46.82415580529455
-22.443803749143008,-46.82385539791257
-22.441770918535266,-46.823243854301566
-22.440764408441307,-46.82264840387496
-22.440139674369288,-46.8219134786359
-22.4391331524494,-46.821403858905384
-22.438691867145963,-46.82114100244531
-22.437903499998598,-46.821951029559706
-22.436852336841124,-46.82298099778804
 -22.436445752737875,-46.82338332910447
-22.435949916831696,-46.822809336359555
-22.43631187720204,-46.82250356455906
-22.436946545161234,-46.8218651988703
-22.436311877196445,-46.82112490918553
-22.435414412073023,-46.822095868815055
-22.434789653916976,-46.82260548850354
-22.434085558020023,-46.82334041377362
-22.43327237239718,-46.82418262738903
-22.43218646465292,-46.823726651890375
-22.431591443116773,-46.82341015125478
-22.43112534109265,-46.82403242370854
-22.43070882310079,-46.82453131454092
-22.4300741265965,-46.82386612673766
-22.42927579330128,-46.82341015124569
-22.428735304178087,-46.82313656595052
-22.42925100026528,-46.82279860761512





